Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,"MA-Polyvinylpyrrolidone-1,2,dichloroethane-Chlorobenzene-Nitrobenzene-n-Butyl Acetate",,,,,,,
Reactor1,"15.14 mg/ml Polyvinylpyrrolidone in 1,2,dichloroethane",2-dichloroethane,,,,,,
Reactor2,15.18 mg/ml Polyvinylpyrrolidone in Chlorobenzene,,,,,,,
Reactor3,14.8 mg/ml Polyvinylpyrrolidone in Nitrobenzene,,,,,,,
Reactor4,15.16 mg/ml Polyvinylpyrrolidone in n-Butyl Acetate,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,Polyvinylpyrrolidone:32,,,,,,,
solvent_ids,"1,2,dichloroethane:37",Chlorobenzene:10,Nitrobenzene:9,n-Butyl Acetate:40,,,,
Start of Experiment,1/25/24 12:23,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,16, sec,,,,
Tune,,,,,,,,
1/25/24 22:06,9:43:08,30.7,30.8,32,100,100,2,0
1/25/24 22:06,9:43:09,30.7,30.8,32,100,100,2,0
1/25/24 22:06,9:43:10,30.7,30.8,32,100,100,2,0
1/25/24 22:06,9:43:11,30.7,30.8,32,100,100,2,0
1/25/24 22:06,9:43:12,30.7,30.8,32,100,100,2,0
1/25/24 22:06,9:43:13,30.7,30.8,33,100,100,2,0
1/25/24 22:06,9:43:14,30.7,30.7,32,100,100,2,0
1/25/24 22:06,9:43:15,30.7,30.7,33,100,100,2,0
1/25/24 22:06,9:43:17,30.6,30.7,33,100,100,2,0
1/25/24 22:06,9:43:20,30.6,30.7,33,100,100,2,0
1/25/24 22:06,9:43:22,30.6,30.7,33,100,100,2,0
1/25/24 22:06,9:43:23,30.6,30.7,33,100,100,2,0
1/25/24 22:06,9:43:24,30.6,30.7,33,100,100,2,0
1/25/24 22:06,9:43:25,30.6,30.6,33,100,100,2,0
1/25/24 22:06,9:43:26,30.6,30.7,33,100,100,2,0
1/25/24 22:06,9:43:27,30.6,30.6,33,100,100,2,0
1/25/24 22:06,9:43:29,30.5,30.6,33,100,100,2,0
1/25/24 22:06,9:43:30,30.5,30.6,33,100,100,2,0
1/25/24 22:06,9:43:31,30.5,30.6,33,100,100,2,0
1/25/24 22:07,9:43:33,30.5,30.6,33,100,100,2,0
1/25/24 22:07,9:43:34,30.5,30.6,33,100,100,2,0
1/25/24 22:07,9:43:37,30.5,30.6,33,100,100,2,0
1/25/24 22:07,9:43:38,30.5,30.5,33,100,100,2,0
1/25/24 22:07,9:43:41,30.4,30.5,33,100,100,2,0
1/25/24 22:07,9:43:42,30.4,30.5,33,100,100,2,0
1/25/24 22:07,9:43:45,30.4,30.5,33,100,100,2,0
1/25/24 22:07,9:43:46,30.4,30.5,33,100,100,2,0
1/25/24 22:07,9:43:49,30.4,30.5,33,100,100,2,0
1/25/24 22:07,9:43:51,30.4,30.5,33,100,100,2,0
1/25/24 22:07,9:43:52,30.4,30.4,33,100,100,2,0
1/25/24 22:07,9:43:53,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:43:55,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:43:56,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:43:58,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:43:59,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:44:02,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:44:03,30.3,30.4,33,100,100,2,0
1/25/24 22:07,9:44:04,30.2,30.4,33,100,100,2,0
1/25/24 22:07,9:44:05,30.2,30.3,33,100,100,2,0
1/25/24 22:07,9:44:07,30.2,30.3,33,100,100,2,0
1/25/24 22:07,9:44:09,30.2,30.3,33,100,100,2,0
1/25/24 22:07,9:44:14,30.2,30.3,33,100,100,2,0
1/25/24 22:07,9:44:15,30.2,30.3,34,100,100,2,0
1/25/24 22:07,9:44:16,30.2,30.3,33,100,100,2,0
1/25/24 22:07,9:44:17,30.1,30.3,33,100,100,2,0
1/25/24 22:07,9:44:18,30.1,30.3,34,100,100,2,0
1/25/24 22:07,9:44:19,30.1,30.3,33,100,100,2,0
1/25/24 22:07,9:44:20,30.1,30.2,33,100,100,2,0
1/25/24 22:07,9:44:21,30.1,30.2,34,100,100,2,0
1/25/24 22:07,9:44:22,30.1,30.2,34,100,100,2,0
1/25/24 22:07,9:44:29,30,30.2,34,100,100,2,0
1/25/24 22:07,9:44:30,30,30.1,34,100,100,2,0
1/25/24 22:08,9:44:35,30,30.1,34,100,100,2,0
1/25/24 22:08,9:44:36,30,30.1,34,100,100,2,0
1/25/24 22:08,9:44:38,30,30.1,34,100,100,2,0
1/25/24 22:08,9:44:40,30,30.1,34,100,100,2,0
1/25/24 22:08,9:44:41,29.9,30.1,34,100,100,2,0
1/25/24 22:08,9:44:42,29.9,30.1,34,100,100,2,0
1/25/24 22:08,9:44:43,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:44,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:45,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:46,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:49,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:51,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:52,29.9,30,34,100,100,2,0
1/25/24 22:08,9:44:53,29.8,30,34,100,100,2,0
1/25/24 22:08,9:44:54,29.8,30,34,100,100,2,0
1/25/24 22:08,9:44:55,29.8,29.9,34,100,100,2,0
1/25/24 22:08,9:45:00,29.8,29.9,34,100,100,2,0
1/25/24 22:08,9:45:01,29.8,29.9,34,100,100,2,0
1/25/24 22:08,9:45:02,29.8,29.9,34,100,100,2,0
1/25/24 22:08,9:45:04,29.7,29.9,34,100,100,2,0
1/25/24 22:08,9:45:05,29.7,29.9,34,100,100,2,0
1/25/24 22:08,9:45:06,29.7,29.8,34,100,100,2,0
1/25/24 22:08,9:45:08,29.7,29.8,34,100,100,2,0
1/25/24 22:08,9:45:11,29.7,29.8,34,100,100,2,0
1/25/24 22:08,9:45:12,29.7,29.8,34,100,100,2,0
1/25/24 22:08,9:45:16,29.6,29.8,34,100,100,2,0
1/25/24 22:08,9:45:17,29.6,29.8,34,100,100,2,0
1/25/24 22:08,9:45:18,29.6,29.7,34,100,100,2,0
1/25/24 22:08,9:45:22,29.6,29.7,34,100,100,2,0
1/25/24 22:08,9:45:23,29.6,29.6,34,100,100,2,0
1/25/24 22:08,9:45:24,29.6,29.6,34,100,100,2,0
1/25/24 22:08,9:45:25,29.6,29.6,34,100,100,2,0
1/25/24 22:08,9:45:26,29.6,29.7,34,100,100,2,0
1/25/24 22:08,9:45:27,29.6,29.6,34,100,100,2,0
1/25/24 22:08,9:45:28,29.6,29.6,34,100,100,2,0
1/25/24 22:08,9:45:29,29.5,29.6,34,100,100,2,0
1/25/24 22:09,9:45:34,29.5,29.6,34,100,100,2,0
1/25/24 22:09,9:45:35,29.5,29.5,34,100,100,2,0
1/25/24 22:09,9:45:39,29.5,29.5,34,100,100,2,0
1/25/24 22:09,9:45:40,29.5,29.5,34,100,100,2,0
1/25/24 22:09,9:45:41,29.4,29.5,34,100,100,2,0
1/25/24 22:09,9:45:44,29.4,29.5,34,100,100,2,0
1/25/24 22:09,9:45:45,29.4,29.5,34,100,100,2,0
1/25/24 22:09,9:45:47,29.4,29.5,34,100,100,2,0
1/25/24 22:09,9:45:48,29.4,29.4,34,100,100,2,0
1/25/24 22:09,9:45:50,29.4,29.4,34,100,100,2,0
1/25/24 22:09,9:45:51,29.4,29.5,34,100,100,2,0
1/25/24 22:09,9:45:52,29.4,29.4,34,100,100,2,0
1/25/24 22:09,9:45:53,29.3,29.5,34,100,100,2,0
1/25/24 22:09,9:45:54,29.3,29.5,34,100,100,2,0
1/25/24 22:09,9:45:55,29.3,29.4,34,100,100,2,0
1/25/24 22:09,9:45:59,29.3,29.4,34,100,100,2,0
1/25/24 22:09,9:46:00,29.3,29.3,34,100,100,2,0
1/25/24 22:09,9:46:01,29.3,29.3,34,100,100,2,0
1/25/24 22:09,9:46:02,29.3,29.3,33,100,100,2,0
1/25/24 22:09,9:46:03,29.3,29.4,34,100,100,2,0
1/25/24 22:09,9:46:04,29.2,29.3,34,100,100,2,0
1/25/24 22:09,9:46:05,29.2,29.3,33,100,100,2,0
1/25/24 22:09,9:46:06,29.2,29.3,34,100,100,2,0
1/25/24 22:09,9:46:07,29.2,29.3,34,100,100,2,0
1/25/24 22:09,9:46:08,29.2,29.3,34,100,100,2,0
1/25/24 22:09,9:46:09,29.2,29.3,34,100,100,2,0
1/25/24 22:09,9:46:10,29.2,29.2,33,100,100,2,0
1/25/24 22:09,9:46:11,29.2,29.2,34,100,100,2,0
1/25/24 22:09,9:46:12,29.2,29.3,34,100,100,2,0
1/25/24 22:09,9:46:13,29.2,29.2,33,100,100,2,0
1/25/24 22:09,9:46:16,29.1,29.2,33,100,100,2,0
1/25/24 22:09,9:46:20,29.1,29.2,33,100,100,2,0
1/25/24 22:09,9:46:21,29.1,29.1,33,100,100,2,0
1/25/24 22:09,9:46:24,29.1,29.1,33,100,100,2,0
1/25/24 22:09,9:46:25,29.1,29.2,33,100,100,2,0
1/25/24 22:09,9:46:26,29.1,29.1,33,100,100,2,0
1/25/24 22:09,9:46:27,29.1,29.1,33,100,100,2,0
1/25/24 22:09,9:46:28,29,29.1,33,100,100,2,0
1/25/24 22:10,9:46:34,29,29.1,33,100,100,2,0
1/25/24 22:10,9:46:35,29,29,33,100,100,2,0
1/25/24 22:10,9:46:41,28.9,29,33,100,100,2,0
1/25/24 22:10,9:46:45,28.9,29,33,100,100,2,0
1/25/24 22:10,9:46:46,28.9,28.9,33,100,100,2,0
1/25/24 22:10,9:46:53,28.8,28.9,33,100,100,2,0
1/25/24 22:10,9:46:55,28.8,28.9,33,100,100,2,0
1/25/24 22:10,9:46:56,28.8,28.9,33,100,100,2,0
1/25/24 22:10,9:46:57,28.8,28.9,33,100,100,2,0
1/25/24 22:10,9:46:58,28.8,28.8,33,100,100,2,0
1/25/24 22:10,9:47:05,28.7,28.8,33,100,100,2,0
1/25/24 22:10,9:47:07,28.7,28.8,33,100,100,2,0
1/25/24 22:10,9:47:08,28.7,28.8,33,100,100,2,0
1/25/24 22:10,9:47:09,28.7,28.7,33,100,100,2,0
1/25/24 22:10,9:47:10,28.7,28.7,33,100,100,2,0
1/25/24 22:10,9:47:14,28.7,28.7,33,100,100,2,0
1/25/24 22:10,9:47:15,28.7,28.7,33,100,100,2,0
1/25/24 22:10,9:47:16,28.6,28.7,32,100,100,2,0
1/25/24 22:10,9:47:17,28.6,28.7,33,100,100,2,0
1/25/24 22:10,9:47:18,28.6,28.7,33,100,100,2,0
1/25/24 22:10,9:47:19,28.6,28.7,32,100,100,2,0
1/25/24 22:10,9:47:20,28.6,28.6,32,100,100,2,0
1/25/24 22:10,9:47:21,28.6,28.6,33,100,100,2,0
1/25/24 22:10,9:47:22,28.6,28.6,32,100,100,2,0
1/25/24 22:10,9:47:28,28.5,28.6,32,100,100,2,0
1/25/24 22:10,9:47:29,28.5,28.6,32,100,99,2,0
1/25/24 22:10,9:47:32,28.5,28.6,32,100,99,2,0
1/25/24 22:11,9:47:33,28.5,28.5,32,100,99,2,0
1/25/24 22:11,9:47:37,28.5,28.5,32,100,99,2,0
1/25/24 22:11,9:47:38,28.5,28.5,32,100,98,2,0
1/25/24 22:11,9:47:41,28.4,28.5,32,100,98,2,0
1/25/24 22:11,9:47:45,28.4,28.5,32,100,98,2,0
1/25/24 22:11,9:47:46,28.4,28.4,32,100,98,2,0
1/25/24 22:11,9:47:53,28.3,28.4,32,100,98,2,0
1/25/24 22:11,9:47:57,28.3,28.4,32,100,98,2,0
1/25/24 22:11,9:47:58,28.3,28.3,32,100,98,2,0
1/25/24 22:11,9:47:59,28.3,28.3,32,100,98,2,0
1/25/24 22:11,9:48:00,28.3,28.3,32,100,97,2,0
1/25/24 22:11,9:48:05,28.2,28.3,32,100,97,2,0
1/25/24 22:11,9:48:07,28.2,28.3,32,100,97,2,0
1/25/24 22:11,9:48:08,28.2,28.3,32,100,96,2,0
1/25/24 22:11,9:48:09,28.2,28.3,32,100,96,2,0
1/25/24 22:11,9:48:10,28.2,28.2,32,100,96,2,0
1/25/24 22:11,9:48:16,28.1,28.2,32,100,96,2,0
1/25/24 22:11,9:48:18,28.1,28.2,32,100,96,2,0
1/25/24 22:11,9:48:19,28.1,28.2,31,100,96,2,0
1/25/24 22:11,9:48:20,28.1,28.1,32,100,96,2,0
1/25/24 22:11,9:48:21,28.1,28.1,32,100,96,2,0
1/25/24 22:11,9:48:22,28.1,28.1,31,100,96,2,0
1/25/24 22:11,9:48:23,28.1,28.1,32,100,96,2,0
1/25/24 22:11,9:48:24,28.1,28.1,31,100,96,2,0
1/25/24 22:11,9:48:25,28.1,28.1,31,100,96,2,0
1/25/24 22:11,9:48:26,28.1,28.1,31,100,95,2,0
1/25/24 22:11,9:48:28,28,28.1,31,100,95,2,0
1/25/24 22:12,9:48:33,28,28.1,31,100,95,2,0
1/25/24 22:12,9:48:34,28,28,31,100,95,2,0
1/25/24 22:12,9:48:40,27.9,28,31,100,95,2,0
1/25/24 22:12,9:48:44,27.9,28,31,100,95,2,0
1/25/24 22:12,9:48:45,27.9,28,31,100,94,2,0
1/25/24 22:12,9:48:46,27.9,27.9,31,100,94,2,0
1/25/24 22:12,9:48:52,27.8,27.9,31,100,94,2,0
1/25/24 22:12,9:48:53,27.8,27.9,30,100,94,2,0
1/25/24 22:12,9:48:55,27.8,27.9,31,100,94,2,0
1/25/24 22:12,9:48:56,27.8,27.9,30,100,93,2,0
1/25/24 22:12,9:48:57,27.8,27.8,30,100,93,2,0
1/25/24 22:12,9:48:59,27.8,27.8,30,100,93,2,0
1/25/24 22:12,9:49:00,27.8,27.8,31,100,93,2,0
1/25/24 22:12,9:49:01,27.8,27.8,30,100,93,2,0
1/25/24 22:12,9:49:05,27.7,27.8,30,100,93,2,0
1/25/24 22:12,9:49:11,27.7,27.8,30,100,93,2,0
1/25/24 22:12,9:49:12,27.7,27.7,30,100,93,2,0
1/25/24 22:12,9:49:13,27.7,27.7,30,100,93,2,0
1/25/24 22:12,9:49:14,27.7,27.7,30,100,92,2,0
1/25/24 22:12,9:49:17,27.6,27.7,30,100,92,2,0
1/25/24 22:12,9:49:18,27.6,27.7,30,100,92,2,0
1/25/24 22:12,9:49:23,27.6,27.7,30,100,92,2,0
1/25/24 22:12,9:49:24,27.6,27.6,30,100,91,2,0
1/25/24 22:12,9:49:28,27.5,27.6,30,100,91,2,0
1/25/24 22:13,9:49:38,27.5,27.6,30,100,91,2,0
1/25/24 22:13,9:49:39,27.5,27.5,30,100,91,2,0
1/25/24 22:13,9:49:40,27.4,27.5,30,100,91,2,0
1/25/24 22:13,9:49:44,27.4,27.5,30,100,91,2,0
1/25/24 22:13,9:49:45,27.4,27.5,30,100,90,2,0
1/25/24 22:13,9:49:52,27.3,27.5,30,100,90,2,0
1/25/24 22:13,9:49:56,27.3,27.5,30,100,90,2,0
1/25/24 22:13,9:49:57,27.3,27.4,30,100,90,2,0
1/25/24 22:13,9:50:03,27.3,27.4,30,100,90,2,0
1/25/24 22:13,9:50:05,27.2,27.4,30,100,90,2,0
1/25/24 22:13,9:50:07,27.2,27.4,30,100,90,2,0
1/25/24 22:13,9:50:08,27.2,27.4,30,100,90,2,0
1/25/24 22:13,9:50:09,27.2,27.3,30,100,89,2,0
1/25/24 22:13,9:50:10,27.2,27.3,30,100,89,2,0
1/25/24 22:13,9:50:16,27.2,27.3,30,100,89,2,0
1/25/24 22:13,9:50:17,27.1,27.3,30,100,89,2,0
1/25/24 22:13,9:50:19,27.1,27.3,30,100,89,2,0
1/25/24 22:13,9:50:20,27.1,27.2,30,100,88,2,0
1/25/24 22:13,9:50:29,27,27.2,30,100,88,2,0
1/25/24 22:13,9:50:31,27,27.2,30,100,88,2,0
1/25/24 22:13,9:50:32,27,27.1,30,100,88,2,0
1/25/24 22:14,9:50:37,27,27.1,30,100,88,2,0
1/25/24 22:14,9:50:38,27,27.1,30,100,87,2,0
1/25/24 22:14,9:50:40,26.9,27.1,30,100,87,2,0
1/25/24 22:14,9:50:41,26.9,27.1,30,100,87,2,0
1/25/24 22:14,9:50:42,26.9,27.1,29,100,87,2,0
1/25/24 22:14,9:50:43,26.9,27,30,100,87,2,0
1/25/24 22:14,9:50:46,26.9,27,30,100,87,2,0
1/25/24 22:14,9:50:47,26.9,27,30,100,86,2,0
1/25/24 22:14,9:50:48,26.9,27,29,100,86,2,0
1/25/24 22:14,9:50:52,26.8,27,29,100,86,2,0
1/25/24 22:14,9:50:54,26.8,27,29,100,86,2,0
1/25/24 22:14,9:50:55,26.8,26.9,29,100,86,2,0
1/25/24 22:14,9:51:04,26.7,26.9,29,100,86,2,0
1/25/24 22:14,9:51:05,26.7,26.9,29,100,86,2,0
1/25/24 22:14,9:51:06,26.7,26.9,28,100,85,2,0
1/25/24 22:14,9:51:07,26.7,26.8,29,100,85,2,0
1/25/24 22:14,9:51:13,26.7,26.8,29,100,85,2,0
1/25/24 22:14,9:51:14,26.7,26.8,28,100,85,2,0
1/25/24 22:14,9:51:16,26.7,26.8,29,100,85,2,0
1/25/24 22:14,9:51:17,26.6,26.8,28,100,85,2,0
1/25/24 22:14,9:51:18,26.6,26.8,29,100,85,2,0
1/25/24 22:14,9:51:19,26.6,26.8,29,100,85,2,0
1/25/24 22:14,9:51:20,26.6,26.7,29,100,85,2,0
1/25/24 22:14,9:51:21,26.6,26.7,28,100,85,2,0
1/25/24 22:14,9:51:23,26.6,26.7,28,100,85,2,0
1/25/24 22:14,9:51:24,26.6,26.7,28,100,84,2,0
1/25/24 22:14,9:51:25,26.6,26.7,29,100,84,2,0
1/25/24 22:14,9:51:26,26.6,26.7,28,100,84,2,0
1/25/24 22:14,9:51:27,26.6,26.7,29,100,84,2,0
1/25/24 22:14,9:51:28,26.6,26.7,28,100,84,2,0
1/25/24 22:14,9:51:29,26.5,26.7,28,100,84,2,0
1/25/24 22:14,9:51:30,26.5,26.6,29,100,84,2,0
1/25/24 22:14,9:51:31,26.5,26.6,28,100,84,2,0
1/25/24 22:14,9:51:32,26.5,26.6,28,100,84,2,0
1/25/24 22:15,9:51:33,26.5,26.6,28,99,83,2,0
1/25/24 22:15,9:51:39,26.5,26.6,28,99,83,2,0
1/25/24 22:15,9:51:40,26.4,26.5,28,99,83,2,0
1/25/24 22:15,9:51:46,26.4,26.5,28,99,83,2,0
1/25/24 22:15,9:51:47,26.4,26.4,28,99,83,2,0
1/25/24 22:15,9:51:48,26.4,26.5,28,99,83,2,0
1/25/24 22:15,9:51:49,26.4,26.5,28,99,82,2,0
1/25/24 22:15,9:51:50,26.4,26.5,28,99,82,2,0
1/25/24 22:15,9:51:51,26.4,26.4,28,99,82,2,0
1/25/24 22:15,9:51:52,26.3,26.4,28,99,82,2,0
1/25/24 22:15,9:51:57,26.3,26.4,28,99,82,2,0
1/25/24 22:15,9:51:58,26.3,26.3,28,99,81,2,0
1/25/24 22:15,9:52:00,26.3,26.3,28,99,81,2,0
1/25/24 22:15,9:52:01,26.3,26.4,28,99,81,2,0
1/25/24 22:15,9:52:03,26.3,26.4,28,99,81,2,0
1/25/24 22:15,9:52:04,26.2,26.3,28,99,81,2,0
1/25/24 22:15,9:52:05,26.2,26.3,28,99,81,2,0
1/25/24 22:15,9:52:06,26.2,26.3,28,98,81,2,0
1/25/24 22:15,9:52:09,26.2,26.3,28,98,81,2,0
1/25/24 22:15,9:52:10,26.2,26.2,28,98,81,2,0
1/25/24 22:15,9:52:11,26.2,26.2,28,98,81,2,0
1/25/24 22:15,9:52:12,26.2,26.3,28,98,81,2,0
1/25/24 22:15,9:52:13,26.2,26.2,28,98,81,2,0
1/25/24 22:15,9:52:14,26.2,26.2,28,98,80,2,0
1/25/24 22:15,9:52:16,26.1,26.2,28,98,80,2,0
1/25/24 22:15,9:52:21,26.1,26.2,28,98,80,2,0
1/25/24 22:15,9:52:22,26.1,26.2,28,97,80,2,0
1/25/24 22:15,9:52:23,26.1,26.1,28,97,80,2,0
1/25/24 22:15,9:52:28,26,26.1,28,97,80,2,0
1/25/24 22:16,9:52:33,26,26.1,28,97,80,2,0
1/25/24 22:16,9:52:34,26,26.1,27,97,80,2,0
1/25/24 22:16,9:52:35,26,26,28,97,79,2,0
1/25/24 22:16,9:52:36,26,26,27,97,79,2,0
1/25/24 22:16,9:52:37,26,26,28,97,79,2,0
1/25/24 22:16,9:52:38,26,26,27,97,79,2,0
1/25/24 22:16,9:52:39,26,26,28,97,79,2,0
1/25/24 22:16,9:52:40,26,26,27,97,79,2,0
1/25/24 22:16,9:52:41,25.9,26,27,97,79,2,0
1/25/24 22:16,9:52:43,25.9,26,27,97,79,2,0
1/25/24 22:16,9:52:44,25.9,26,27,97,78,2,0
1/25/24 22:16,9:52:45,25.9,26,27,97,78,2,0
1/25/24 22:16,9:52:46,25.9,25.9,27,97,78,2,0
1/25/24 22:16,9:52:52,25.8,25.9,27,97,78,2,0
1/25/24 22:16,9:52:57,25.8,25.9,27,97,78,2,0
1/25/24 22:16,9:52:58,25.8,25.8,27,97,78,2,0
1/25/24 22:16,9:52:59,25.8,25.8,27,97,77,2,0
1/25/24 22:16,9:53:04,25.7,25.8,27,97,77,2,0
1/25/24 22:16,9:53:05,25.7,25.8,27,96,77,2,0
1/25/24 22:16,9:53:10,25.7,25.8,27,96,77,2,0
1/25/24 22:16,9:53:11,25.7,25.7,27,96,77,2,0
1/25/24 22:16,9:53:15,25.7,25.7,27,96,77,2,0
1/25/24 22:16,9:53:16,25.6,25.7,27,96,76,2,0
1/25/24 22:16,9:53:22,25.6,25.7,27,96,76,2,0
1/25/24 22:16,9:53:23,25.6,25.6,27,96,76,2,0
1/25/24 22:16,9:53:24,25.6,25.6,27,95,76,2,0
1/25/24 22:16,9:53:25,25.6,25.6,27,95,75,2,0
1/25/24 22:16,9:53:28,25.5,25.6,27,95,75,2,0
1/25/24 22:17,9:53:33,25.5,25.6,27,95,75,2,0
1/25/24 22:17,9:53:34,25.5,25.5,27,95,75,2,0
1/25/24 22:17,9:53:41,25.4,25.5,27,95,75,2,0
1/25/24 22:17,9:53:44,25.4,25.5,27,95,75,2,0
1/25/24 22:17,9:53:45,25.4,25.5,27,95,74,2,0
1/25/24 22:17,9:53:46,25.4,25.5,27,95,74,2,0
1/25/24 22:17,9:53:47,25.4,25.4,27,95,74,2,0
1/25/24 22:17,9:53:51,25.4,25.4,27,95,74,2,0
1/25/24 22:17,9:53:52,25.3,25.4,27,95,73,2,0
1/25/24 22:17,9:54:00,25.3,25.4,27,95,73,2,0
1/25/24 22:17,9:54:01,25.3,25.3,27,95,73,2,0
1/25/24 22:17,9:54:02,25.3,25.3,27,94,73,2,0
1/25/24 22:17,9:54:04,25.2,25.3,27,94,73,2,0
1/25/24 22:17,9:54:09,25.2,25.3,27,94,73,2,0
1/25/24 22:17,9:54:10,25.2,25.3,27,94,73,2,0
1/25/24 22:17,9:54:11,25.2,25.2,27,94,72,2,0
1/25/24 22:17,9:54:16,25.1,25.2,27,94,72,2,0
1/25/24 22:17,9:54:17,25.1,25.2,27,94,72,2,0
1/25/24 22:17,9:54:18,25.1,25.2,27,94,72,2,0
1/25/24 22:17,9:54:19,25.1,25.2,27,94,72,2,0
1/25/24 22:17,9:54:20,25.1,25.2,27,94,72,2,0
1/25/24 22:17,9:54:23,25.1,25.2,27,94,72,2,0
1/25/24 22:17,9:54:24,25.1,25.1,27,94,72,2,0
1/25/24 22:17,9:54:26,25.1,25.1,27,94,72,2,0
1/25/24 22:17,9:54:28,25,25.1,27,94,72,2,0
1/25/24 22:17,9:54:29,25,25.1,27,94,72,2,0
1/25/24 22:17,9:54:30,25,25.1,27,94,71,2,0
1/25/24 22:17,9:54:31,25,25.1,27,94,71,2,0
1/25/24 22:17,9:54:32,25,25.1,27,94,71,2,0
1/25/24 22:18,9:54:33,25,25.1,27,94,71,2,0
1/25/24 22:18,9:54:37,25,25.1,27,94,71,2,0
1/25/24 22:18,9:54:38,25,25,27,94,71,2,0
1/25/24 22:18,9:54:39,25,25,27,94,71,2,0
1/25/24 22:18,9:54:40,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:41,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:42,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:43,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:44,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:45,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:49,24.9,25,27,94,70,2,0
1/25/24 22:18,9:54:50,24.9,24.9,27,94,70,2,0
1/25/24 22:18,9:54:51,24.9,25,27,93,70,2,0
1/25/24 22:18,9:54:53,24.8,24.9,27,93,70,2,0
1/25/24 22:18,9:54:54,24.8,24.9,26,93,70,2,0
1/25/24 22:18,9:54:55,24.8,24.9,27,93,70,2,0
1/25/24 22:18,9:54:56,24.8,24.9,27,93,70,2,0
1/25/24 22:18,9:54:57,24.8,24.9,27,93,70,2,0
1/25/24 22:18,9:55:00,24.8,24.9,27,93,70,2,0
1/25/24 22:18,9:55:01,24.8,24.9,27,93,69,2,0
1/25/24 22:18,9:55:03,24.8,24.9,27,93,69,2,0
1/25/24 22:18,9:55:04,24.7,24.8,27,93,69,2,0
1/25/24 22:18,9:55:06,24.7,24.8,27,93,69,2,0
1/25/24 22:18,9:55:09,24.7,24.8,27,93,69,2,0
1/25/24 22:18,9:55:10,24.7,24.8,27,93,68,2,0
1/25/24 22:18,9:55:11,24.7,24.8,27,93,68,2,0
1/25/24 22:18,9:55:12,24.7,24.8,27,93,68,2,0
1/25/24 22:18,9:55:13,24.7,24.8,27,93,68,2,0
1/25/24 22:18,9:55:14,24.7,24.8,27,93,68,2,0
1/25/24 22:18,9:55:15,24.7,24.8,27,93,68,2,0
1/25/24 22:18,9:55:16,24.6,24.8,27,92,68,2,0
1/25/24 22:18,9:55:17,24.6,24.7,27,93,68,2,0
1/25/24 22:18,9:55:18,24.6,24.7,27,92,68,2,0
1/25/24 22:18,9:55:21,24.6,24.7,27,92,68,2,0
1/25/24 22:18,9:55:22,24.6,24.7,27,92,68,2,0
1/25/24 22:18,9:55:23,24.6,24.7,27,92,68,2,0
1/25/24 22:18,9:55:24,24.6,24.7,26,92,68,2,0
1/25/24 22:18,9:55:25,24.6,24.7,27,92,68,2,0
1/25/24 22:18,9:55:26,24.6,24.7,27,92,68,2,0
1/25/24 22:18,9:55:27,24.6,24.7,26,92,68,2,0
1/25/24 22:18,9:55:28,24.5,24.6,27,92,68,2,0
1/25/24 22:18,9:55:30,24.5,24.6,27,92,68,2,0
1/25/24 22:18,9:55:31,24.5,24.6,27,92,67,2,0
1/25/24 22:19,9:55:33,24.5,24.6,27,92,67,2,0
1/25/24 22:19,9:55:34,24.5,24.6,26,92,67,2,0
1/25/24 22:19,9:55:35,24.5,24.6,27,92,67,2,0
1/25/24 22:19,9:55:36,24.5,24.6,27,92,67,2,0
1/25/24 22:19,9:55:39,24.5,24.6,27,92,67,2,0
1/25/24 22:19,9:55:40,24.4,24.5,26,92,67,2,0
1/25/24 22:19,9:55:41,24.4,24.5,26,92,67,2,0
1/25/24 22:19,9:55:42,24.4,24.5,26,92,67,2,0
1/25/24 22:19,9:55:43,24.4,24.5,26,92,67,2,0
1/25/24 22:19,9:55:44,24.4,24.5,27,92,67,2,0
