Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PVP H-1-Octanol-2,4,6-TrimethylPyridine-Benzyl Alcohol-Cyclopentanone,,,,,
Reactor1,15.04 mg/ml PVP H in 1-octanol,,,,,,,
Reactor2,14.99 mg/ml PVP H in 2,4,6-TrimethylPyridine,,,,,
Reactor3,15.05 mg/ml PVP H in Benzyl Alcohol,,,,,,,
Reactor4,15.04 mg/ml PVP H in Cyclopentanone,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,1,300,000 MW,,,,,
polymer_ids,PVP H:60,,,,,,,
solvent_ids,1-octanol:47,"2,4,6-TrimethylPyridine:44",Benzyl Alcohol:48,Cyclopentanone:45,,,,
Start of Experiment,9/27/23 12:13,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,33, sec,,,,
Tune,,,,,,,,
9/27/23 21:55,9:41:57,31.1,31.1,100,100,100,100,0
9/27/23 21:55,9:42:02,31,31.1,100,100,100,100,0
9/27/23 21:55,9:42:08,31,31.1,100,100,100,100,0
9/27/23 21:56,9:42:09,31,31,100,100,100,100,0
9/27/23 21:56,9:42:14,30.9,31,100,100,100,100,0
9/27/23 21:56,9:42:21,30.9,31,100,100,100,100,0
9/27/23 21:56,9:42:22,30.9,30.9,100,100,100,100,0
9/27/23 21:56,9:42:26,30.8,30.9,100,100,100,100,0
9/27/23 21:56,9:42:33,30.8,30.9,100,100,100,100,0
9/27/23 21:56,9:42:34,30.8,30.8,100,100,100,100,0
9/27/23 21:56,9:42:38,30.7,30.8,100,100,100,100,0
9/27/23 21:56,9:42:44,30.7,30.8,100,100,100,100,0
9/27/23 21:56,9:42:46,30.7,30.7,100,100,100,100,0
9/27/23 21:56,9:42:49,30.7,30.7,100,100,100,100,0
9/27/23 21:56,9:42:50,30.7,30.7,100,99,100,100,0
9/27/23 21:56,9:42:51,30.6,30.7,100,100,100,100,0
9/27/23 21:56,9:42:56,30.6,30.7,100,100,100,100,0
9/27/23 21:56,9:42:57,30.6,30.6,100,100,100,100,0
9/27/23 21:56,9:43:02,30.5,30.6,100,100,100,100,0
9/27/23 21:57,9:43:09,30.5,30.6,100,100,100,100,0
9/27/23 21:57,9:43:10,30.5,30.5,100,100,100,100,0
9/27/23 21:57,9:43:14,30.4,30.5,100,100,100,100,0
9/27/23 21:57,9:43:16,30.4,30.5,100,100,100,100,0
9/27/23 21:57,9:43:17,30.4,30.5,100,95,100,100,0
9/27/23 21:57,9:43:18,30.4,30.5,100,100,100,100,0
9/27/23 21:57,9:43:21,30.4,30.5,100,100,100,100,0
9/27/23 21:57,9:43:22,30.4,30.4,100,100,100,100,0
9/27/23 21:57,9:43:23,30.4,30.4,100,99,100,100,0
9/27/23 21:57,9:43:24,30.4,30.4,100,100,100,100,0
9/27/23 21:57,9:43:26,30.3,30.4,100,100,100,100,0
9/27/23 21:57,9:43:32,30.3,30.4,100,100,100,100,0
9/27/23 21:57,9:43:33,30.3,30.4,100,95,100,100,0
9/27/23 21:57,9:43:34,30.3,30.3,100,100,100,100,0
9/27/23 21:57,9:43:35,30.3,30.3,100,99,100,100,0
9/27/23 21:57,9:43:36,30.3,30.3,100,100,100,100,0
9/27/23 21:57,9:43:37,30.3,30.3,100,99,100,100,0
9/27/23 21:57,9:43:38,30.2,30.3,100,100,100,100,0
9/27/23 21:57,9:43:46,30.2,30.3,100,100,100,100,0
9/27/23 21:57,9:43:47,30.2,30.2,100,100,100,100,0
9/27/23 21:57,9:43:50,30.1,30.2,100,100,100,100,0
9/27/23 21:57,9:43:58,30.1,30.2,100,100,100,100,0
9/27/23 21:57,9:43:59,30.1,30.1,100,100,100,100,0
9/27/23 21:57,9:44:02,30,30.1,100,100,100,100,0
9/27/23 21:57,9:44:03,30,30.1,100,100,100,100,0
9/27/23 21:57,9:44:04,30,30.1,100,96,100,100,0
9/27/23 21:57,9:44:05,30,30.1,100,100,100,100,0
9/27/23 21:58,9:44:10,30,30.1,100,100,100,100,0
9/27/23 21:58,9:44:11,30,30,100,100,100,100,0
9/27/23 21:58,9:44:14,29.9,30,100,100,100,100,0
9/27/23 21:58,9:44:22,29.9,30,100,100,100,100,0
9/27/23 21:58,9:44:23,29.9,29.9,100,100,100,100,0
9/27/23 21:58,9:44:26,29.8,29.9,100,100,100,100,0
9/27/23 21:58,9:44:31,29.8,29.9,100,100,100,100,0
9/27/23 21:58,9:44:32,29.8,29.9,100,99,100,100,0
9/27/23 21:58,9:44:33,29.8,29.9,100,100,100,100,0
9/27/23 21:58,9:44:35,29.8,29.9,100,100,100,100,0
9/27/23 21:58,9:44:36,29.8,29.8,100,100,100,100,0
9/27/23 21:58,9:44:38,29.7,29.8,100,100,100,100,0
9/27/23 21:58,9:44:47,29.7,29.8,100,100,100,100,0
9/27/23 21:58,9:44:48,29.7,29.7,100,100,100,100,0
9/27/23 21:58,9:44:49,29.7,29.8,100,100,100,100,0
9/27/23 21:58,9:44:50,29.6,29.7,100,100,100,100,0
9/27/23 21:58,9:44:55,29.6,29.7,100,100,100,100,0
9/27/23 21:58,9:44:57,29.6,29.7,100,100,100,100,0
9/27/23 21:58,9:45:02,29.5,29.7,100,100,100,100,0
9/27/23 21:58,9:45:04,29.5,29.7,100,100,100,100,0
9/27/23 21:58,9:45:05,29.5,29.6,100,100,100,100,0
9/27/23 21:59,9:45:14,29.4,29.6,100,100,100,100,0
9/27/23 21:59,9:45:16,29.4,29.6,100,100,100,100,0
9/27/23 21:59,9:45:17,29.4,29.5,100,100,100,100,0
9/27/23 21:59,9:45:18,29.4,29.5,100,100,100,100,0
9/27/23 21:59,9:45:19,29.4,29.5,100,98,100,100,0
9/27/23 21:59,9:45:20,29.4,29.5,100,100,100,100,0
9/27/23 21:59,9:45:26,29.3,29.5,100,100,100,100,0
9/27/23 21:59,9:45:27,29.3,29.5,100,100,100,100,0
9/27/23 21:59,9:45:28,29.3,29.4,100,100,100,100,0
9/27/23 21:59,9:45:37,29.3,29.4,100,100,100,100,0
9/27/23 21:59,9:45:38,29.2,29.3,100,100,100,100,0
9/27/23 21:59,9:45:50,29.1,29.3,100,100,100,100,0
9/27/23 21:59,9:45:51,29.1,29.3,100,100,100,100,0
9/27/23 21:59,9:45:52,29.1,29.2,100,100,100,100,0
9/27/23 21:59,9:45:53,29.1,29.2,100,100,100,100,0
9/27/23 21:59,9:45:54,29.1,29.2,100,100,100,100,0
9/27/23 21:59,9:45:58,29.1,29.2,100,100,100,100,0
9/27/23 21:59,9:45:59,29.1,29.1,100,100,100,100,0
9/27/23 21:59,9:46:00,29.1,29.2,100,100,100,100,0
9/27/23 21:59,9:46:01,29.1,29.1,100,100,100,100,0
9/27/23 21:59,9:46:02,29,29.1,100,100,100,100,0
9/27/23 21:59,9:46:05,29,29.1,100,100,100,100,0
9/27/23 21:59,9:46:07,29,29.1,100,100,100,100,0
9/27/23 22:00,9:46:13,28.9,29.1,100,100,100,100,0
9/27/23 22:00,9:46:15,28.9,29.1,100,100,100,100,0
9/27/23 22:00,9:46:16,28.9,29,100,100,100,100,0
9/27/23 22:00,9:46:18,28.9,29,100,100,100,100,0
9/27/23 22:00,9:46:19,28.9,29,100,100,100,100,0
9/27/23 22:00,9:46:21,28.9,29,100,100,100,100,0
9/27/23 22:00,9:46:22,28.9,29,100,99,100,100,0
9/27/23 22:00,9:46:23,28.9,28.9,100,100,100,100,0
9/27/23 22:00,9:46:24,28.9,28.9,100,100,100,100,0
9/27/23 22:00,9:46:25,28.9,28.9,100,97,100,100,0
9/27/23 22:00,9:46:26,28.8,28.9,100,100,100,100,0
9/27/23 22:00,9:46:27,28.8,29,100,100,100,100,0
9/27/23 22:00,9:46:28,28.8,28.9,100,100,100,100,0
9/27/23 22:00,9:46:31,28.8,28.9,100,100,100,100,0
9/27/23 22:00,9:46:32,28.8,28.9,100,100,100,100,0
9/27/23 22:00,9:46:33,28.8,28.8,100,100,100,100,0
9/27/23 22:00,9:46:34,28.8,28.8,100,100,100,100,0
9/27/23 22:00,9:46:35,28.8,28.8,100,100,100,100,0
9/27/23 22:00,9:46:36,28.8,28.8,100,100,100,100,0
9/27/23 22:00,9:46:38,28.7,28.8,100,100,100,100,0
9/27/23 22:00,9:46:39,28.7,28.9,100,100,100,100,0
9/27/23 22:00,9:46:40,28.7,28.8,100,100,100,100,0
9/27/23 22:00,9:46:41,28.7,28.8,100,100,100,100,0
9/27/23 22:00,9:46:42,28.7,28.8,100,100,100,100,0
9/27/23 22:00,9:46:43,28.7,28.8,100,100,100,100,0
9/27/23 22:00,9:46:44,28.7,28.8,100,100,100,100,0
9/27/23 22:00,9:46:45,28.7,28.7,100,100,100,100,0
9/27/23 22:00,9:46:47,28.7,28.7,100,100,100,100,0
9/27/23 22:00,9:46:50,28.6,28.7,100,100,100,100,0
9/27/23 22:00,9:46:51,28.6,28.7,100,100,100,100,0
9/27/23 22:00,9:46:56,28.6,28.7,100,100,100,100,0
9/27/23 22:00,9:46:57,28.6,28.6,100,100,100,100,0
9/27/23 22:00,9:46:59,28.6,28.6,100,100,100,100,0
9/27/23 22:00,9:47:00,28.6,28.6,100,100,100,100,0
9/27/23 22:00,9:47:02,28.5,28.6,100,100,100,100,0
9/27/23 22:01,9:47:08,28.5,28.6,100,100,100,100,0
9/27/23 22:01,9:47:09,28.5,28.5,100,100,100,100,0
9/27/23 22:01,9:47:13,28.5,28.5,100,100,100,100,0
9/27/23 22:01,9:47:14,28.4,28.5,100,90,100,100,0
9/27/23 22:01,9:47:15,28.4,28.5,100,100,100,100,0
9/27/23 22:01,9:47:19,28.4,28.5,100,100,100,100,0
9/27/23 22:01,9:47:20,28.4,28.4,100,100,100,100,0
9/27/23 22:01,9:47:26,28.3,28.4,100,100,100,100,0
9/27/23 22:01,9:47:31,28.3,28.4,100,100,100,100,0
9/27/23 22:01,9:47:32,28.3,28.3,100,100,100,100,0
9/27/23 22:01,9:47:38,28.2,28.3,100,100,100,100,0
9/27/23 22:01,9:47:43,28.2,28.3,100,100,100,100,0
9/27/23 22:01,9:47:44,28.2,28.2,100,100,100,100,0
9/27/23 22:01,9:47:46,28.2,28.2,100,100,100,100,0
9/27/23 22:01,9:47:47,28.2,28.2,100,100,100,100,0
9/27/23 22:01,9:47:50,28.1,28.2,100,100,100,100,0
9/27/23 22:01,9:47:55,28.1,28.2,100,100,100,100,0
9/27/23 22:01,9:47:56,28.1,28.1,100,100,100,100,0
9/27/23 22:01,9:48:02,28,28.1,100,100,100,100,0
9/27/23 22:01,9:48:07,28,28.1,100,100,100,100,0
9/27/23 22:01,9:48:08,28,28,100,100,100,100,0
9/27/23 22:02,9:48:14,27.9,28,100,100,100,100,0
9/27/23 22:02,9:48:18,27.9,28,100,100,100,100,0
9/27/23 22:02,9:48:19,27.9,27.9,100,100,100,100,0
9/27/23 22:02,9:48:24,27.9,27.9,100,100,100,100,0
9/27/23 22:02,9:48:25,27.8,27.9,100,95,100,100,0
9/27/23 22:02,9:48:26,27.8,27.9,100,100,100,100,0
9/27/23 22:02,9:48:30,27.8,27.9,100,100,100,100,0
9/27/23 22:02,9:48:31,27.8,27.8,100,100,100,100,0
9/27/23 22:02,9:48:38,27.7,27.8,100,100,100,100,0
9/27/23 22:02,9:48:39,27.7,27.8,100,100,100,100,0
9/27/23 22:02,9:48:44,27.7,27.8,100,100,100,100,0
9/27/23 22:02,9:48:45,27.7,27.7,100,100,100,100,0
9/27/23 22:02,9:48:50,27.6,27.7,100,100,100,100,0
9/27/23 22:02,9:48:57,27.6,27.7,100,100,100,100,0
9/27/23 22:02,9:48:58,27.6,27.6,100,100,100,100,0
9/27/23 22:02,9:49:02,27.5,27.6,100,100,100,100,0
9/27/23 22:02,9:49:08,27.5,27.6,100,100,100,100,0
9/27/23 22:03,9:49:09,27.5,27.5,100,100,100,100,0
9/27/23 22:03,9:49:14,27.4,27.5,100,100,100,100,0
9/27/23 22:03,9:49:15,27.4,27.5,100,98,100,100,0
9/27/23 22:03,9:49:16,27.4,27.5,100,100,100,100,0
9/27/23 22:03,9:49:18,27.4,27.5,100,100,100,100,0
9/27/23 22:03,9:49:19,27.4,27.4,100,100,100,100,0
9/27/23 22:03,9:49:25,27.3,27.4,100,100,100,100,0
9/27/23 22:03,9:49:30,27.3,27.4,100,100,100,100,0
9/27/23 22:03,9:49:31,27.3,27.3,100,100,100,100,0
9/27/23 22:03,9:49:32,27.3,27.3,100,100,100,100,0
9/27/23 22:03,9:49:37,27.2,27.3,100,100,100,100,0
9/27/23 22:03,9:49:39,27.2,27.3,100,100,100,100,0
9/27/23 22:03,9:49:41,27.2,27.3,100,100,100,100,0
9/27/23 22:03,9:49:43,27.2,27.3,100,100,100,100,0
9/27/23 22:03,9:49:44,27.2,27.2,100,100,100,100,0
9/27/23 22:03,9:49:45,27.2,27.2,100,95,100,100,0
9/27/23 22:03,9:49:46,27.2,27.2,100,100,100,100,0
9/27/23 22:03,9:49:50,27.1,27.2,100,100,100,100,0
9/27/23 22:03,9:49:51,27.1,27.2,100,100,100,100,0
9/27/23 22:03,9:49:52,27.1,27.2,100,100,100,100,0
9/27/23 22:03,9:49:54,27.1,27.2,100,100,100,100,0
9/27/23 22:03,9:49:55,27.1,27.2,100,100,100,100,0
9/27/23 22:03,9:49:56,27.1,27.1,100,100,100,100,0
9/27/23 22:03,9:49:58,27.1,27.1,100,100,100,100,0
9/27/23 22:03,9:49:59,27.1,27.1,100,100,100,100,0
9/27/23 22:03,9:50:00,27.1,27.1,100,100,100,100,0
9/27/23 22:03,9:50:02,27,27.1,100,100,100,100,0
9/27/23 22:03,9:50:03,27,27.1,100,100,100,100,0
9/27/23 22:03,9:50:04,27,27.1,100,100,100,100,0
9/27/23 22:03,9:50:05,27,27.1,100,100,100,100,0
9/27/23 22:03,9:50:08,27,27.1,100,100,100,100,0
9/27/23 22:04,9:50:09,27,27.1,100,100,100,100,0
9/27/23 22:04,9:50:10,27,27,100,100,100,100,0
9/27/23 22:04,9:50:11,27,27,100,100,100,100,0
9/27/23 22:04,9:50:12,27,27,100,100,100,100,0
9/27/23 22:04,9:50:14,26.9,27,100,100,100,100,0
9/27/23 22:04,9:50:19,26.9,27,100,100,100,100,0
9/27/23 22:04,9:50:21,26.9,27,100,100,100,100,0
9/27/23 22:04,9:50:22,26.9,27,100,100,100,100,0
9/27/23 22:04,9:50:23,26.9,27,100,100,100,100,0
9/27/23 22:04,9:50:25,26.9,27,100,100,100,100,0
9/27/23 22:04,9:50:26,26.8,27,100,100,100,100,0
9/27/23 22:04,9:50:27,26.8,26.9,100,99,100,100,0
9/27/23 22:04,9:50:28,26.8,26.9,100,100,100,100,0
9/27/23 22:04,9:50:29,26.8,26.9,100,100,100,100,0
9/27/23 22:04,9:50:35,26.8,26.9,100,100,100,100,0
9/27/23 22:04,9:50:36,26.8,26.9,100,100,100,100,0
9/27/23 22:04,9:50:37,26.7,26.9,100,100,100,100,0
9/27/23 22:04,9:50:40,26.7,26.9,100,100,100,100,0
9/27/23 22:04,9:50:41,26.7,26.8,100,100,100,100,0
9/27/23 22:04,9:50:49,26.6,26.8,100,100,100,100,0
9/27/23 22:04,9:50:54,26.6,26.8,100,100,100,100,0
9/27/23 22:04,9:50:55,26.6,26.7,100,100,100,100,0
9/27/23 22:04,9:51:02,26.5,26.7,100,100,100,100,0
9/27/23 22:04,9:51:04,26.5,26.7,100,100,100,100,0
9/27/23 22:04,9:51:05,26.5,26.6,100,100,100,100,0
9/27/23 22:05,9:51:13,26.5,26.6,100,100,100,100,0
9/27/23 22:05,9:51:14,26.4,26.6,100,99,100,100,0
9/27/23 22:05,9:51:15,26.4,26.6,100,100,100,100,0
9/27/23 22:05,9:51:16,26.4,26.5,100,100,100,100,0
9/27/23 22:05,9:51:20,26.4,26.5,100,100,100,100,0
9/27/23 22:05,9:51:21,26.4,26.5,100,99,100,100,0
9/27/23 22:05,9:51:22,26.4,26.5,100,100,100,100,0
9/27/23 22:05,9:51:23,26.4,26.4,100,100,100,100,0
9/27/23 22:05,9:51:24,26.4,26.5,100,100,100,100,0
9/27/23 22:05,9:51:25,26.4,26.5,100,100,100,100,0
9/27/23 22:05,9:51:26,26.3,26.4,100,100,100,100,0
9/27/23 22:05,9:51:32,26.3,26.4,100,100,100,100,0
9/27/23 22:05,9:51:33,26.3,26.3,100,100,100,100,0
9/27/23 22:05,9:51:34,26.3,26.4,100,100,100,100,0
9/27/23 22:05,9:51:35,26.3,26.4,100,100,100,100,0
9/27/23 22:05,9:51:36,26.3,26.3,100,100,100,100,0
9/27/23 22:05,9:51:38,26.2,26.3,100,100,100,100,0
9/27/23 22:05,9:51:39,26.2,26.4,100,100,100,100,0
9/27/23 22:05,9:51:40,26.2,26.3,100,100,100,100,0
9/27/23 22:05,9:51:43,26.2,26.3,100,100,100,100,0
9/27/23 22:05,9:51:44,26.2,26.2,100,100,100,100,0
9/27/23 22:05,9:51:49,26.1,26.2,100,100,100,100,0
9/27/23 22:05,9:51:50,26.1,26.2,100,100,100,100,0
9/27/23 22:05,9:51:51,26.1,26.3,100,100,100,100,0
9/27/23 22:05,9:51:52,26.1,26.2,100,100,100,100,0
9/27/23 22:05,9:51:55,26.1,26.2,100,100,100,100,0
9/27/23 22:05,9:51:56,26.1,26.1,100,100,100,100,0
9/27/23 22:05,9:52:01,26,26.1,100,100,100,100,0
9/27/23 22:05,9:52:02,26,26.2,100,100,100,100,0
9/27/23 22:05,9:52:03,26,26.2,100,100,100,100,0
9/27/23 22:05,9:52:05,26,26.1,100,100,100,100,0
9/27/23 22:05,9:52:08,26,26.1,100,100,100,100,0
9/27/23 22:06,9:52:09,26,26,100,100,100,100,0
9/27/23 22:06,9:52:14,25.9,26,100,100,100,100,0
9/27/23 22:06,9:52:20,25.9,26,100,100,100,100,0
9/27/23 22:06,9:52:21,25.9,25.9,100,100,100,100,0
9/27/23 22:06,9:52:22,25.9,25.9,100,100,100,100,0
9/27/23 22:06,9:52:26,25.8,25.9,100,100,100,100,0
9/27/23 22:06,9:52:27,25.8,26,100,100,100,100,0
9/27/23 22:06,9:52:29,25.8,26,100,100,100,100,0
9/27/23 22:06,9:52:30,25.8,25.9,100,100,100,100,0
9/27/23 22:06,9:52:33,25.8,25.9,100,100,100,100,0
9/27/23 22:06,9:52:34,25.8,25.8,100,100,100,100,0
9/27/23 22:06,9:52:38,25.7,25.8,100,100,100,100,0
9/27/23 22:06,9:52:44,25.7,25.8,100,100,100,100,0
9/27/23 22:06,9:52:45,25.7,25.7,100,100,100,100,0
9/27/23 22:06,9:52:49,25.6,25.7,100,100,100,100,0
9/27/23 22:06,9:52:50,25.6,25.8,100,100,100,100,0
9/27/23 22:06,9:52:52,25.6,25.8,100,100,100,100,0
9/27/23 22:06,9:52:53,25.6,25.7,100,100,100,100,0
9/27/23 22:06,9:52:57,25.6,25.7,100,100,100,100,0
9/27/23 22:06,9:52:58,25.6,25.6,100,100,100,100,0
9/27/23 22:06,9:53:01,25.5,25.6,100,100,100,100,0
9/27/23 22:07,9:53:09,25.5,25.6,100,100,100,100,0
9/27/23 22:07,9:53:10,25.5,25.5,100,100,100,100,0
9/27/23 22:07,9:53:13,25.4,25.5,100,100,100,100,0
9/27/23 22:07,9:53:19,25.4,25.5,100,100,100,100,0
9/27/23 22:07,9:53:20,25.4,25.5,100,99,100,100,0
9/27/23 22:07,9:53:21,25.4,25.5,100,100,100,100,0
9/27/23 22:07,9:53:22,25.4,25.5,100,100,100,100,0
9/27/23 22:07,9:53:23,25.4,25.4,100,100,100,100,0
9/27/23 22:07,9:53:26,25.3,25.4,100,100,100,100,0
9/27/23 22:07,9:53:34,25.3,25.4,100,100,100,100,0
9/27/23 22:07,9:53:35,25.3,25.3,100,100,100,100,0
9/27/23 22:07,9:53:38,25.2,25.3,100,100,100,100,0
9/27/23 22:07,9:53:44,25.2,25.3,100,100,100,100,0
9/27/23 22:07,9:53:45,25.2,25.2,100,100,100,100,0
9/27/23 22:07,9:53:49,25.1,25.2,100,100,100,100,0
9/27/23 22:07,9:53:57,25.1,25.2,100,100,100,100,0
9/27/23 22:07,9:53:58,25.1,25.1,100,100,100,100,0
9/27/23 22:07,9:54:01,25,25.1,100,100,100,100,0
9/27/23 22:07,9:54:04,25,25.1,100,100,100,100,0
9/27/23 22:07,9:54:05,25,25,100,100,100,100,0
9/27/23 22:08,9:54:13,24.9,25,100,100,100,100,0
9/27/23 22:08,9:54:17,24.9,25,100,100,100,100,0
9/27/23 22:08,9:54:18,24.9,24.9,100,100,100,100,0
9/27/23 22:08,9:54:19,24.9,25,100,100,100,100,0
9/27/23 22:08,9:54:20,24.9,24.9,100,100,100,100,0
9/27/23 22:08,9:54:26,24.8,24.9,100,100,100,100,0
9/27/23 22:08,9:54:29,24.8,24.9,100,100,100,100,0
9/27/23 22:08,9:54:30,24.8,24.8,100,100,100,100,0
9/27/23 22:08,9:54:38,24.7,24.8,100,100,100,100,0
9/27/23 22:08,9:54:41,24.7,24.8,100,100,100,100,0
9/27/23 22:08,9:54:42,24.7,24.7,100,100,100,100,0
9/27/23 22:08,9:54:50,24.6,24.7,100,100,100,100,0
9/27/23 22:08,9:54:53,24.6,24.7,100,100,100,100,0
9/27/23 22:08,9:54:54,24.6,24.6,100,100,100,100,0
9/27/23 22:08,9:55:01,24.5,24.6,100,100,100,100,0
9/27/23 22:09,9:55:10,24.5,24.6,100,100,100,100,0
9/27/23 22:09,9:55:11,24.5,24.5,100,100,100,100,0
9/27/23 22:09,9:55:12,24.5,24.5,100,100,100,100,0
9/27/23 22:09,9:55:13,24.4,24.6,100,100,100,100,0
9/27/23 22:09,9:55:14,24.4,24.5,100,100,100,100,0
9/27/23 22:09,9:55:25,24.3,24.5,100,100,100,100,0
9/27/23 22:09,9:55:26,24.3,24.4,100,100,100,100,0
9/27/23 22:09,9:55:27,24.3,24.4,100,100,100,100,0
9/27/23 22:09,9:55:28,24.3,24.4,100,97,100,100,0
9/27/23 22:09,9:55:29,24.3,24.4,100,100,100,100,0
9/27/23 22:09,9:55:38,24.2,24.4,100,100,100,100,0
9/27/23 22:09,9:55:39,24.2,24.4,100,100,100,100,0
9/27/23 22:09,9:55:40,24.2,24.3,100,100,100,100,0
9/27/23 22:09,9:55:50,24.1,24.3,100,100,100,100,0
9/27/23 22:09,9:55:51,24.1,24.3,100,100,100,100,0
9/27/23 22:09,9:55:52,24.1,24.2,100,100,100,100,0
9/27/23 22:09,9:56:01,24,24.2,100,100,100,100,0
9/27/23 22:09,9:56:02,24,24.1,100,100,100,100,0
9/27/23 22:10,9:56:13,23.9,24.1,100,100,100,100,0
9/27/23 22:10,9:56:14,23.9,24,100,100,100,100,0
9/27/23 22:10,9:56:22,23.9,24,100,100,100,100,0
9/27/23 22:10,9:56:23,23.9,24,100,99,100,100,0
9/27/23 22:10,9:56:24,23.9,24,100,100,100,100,0
9/27/23 22:10,9:56:25,23.8,24,100,100,100,100,0
9/27/23 22:10,9:56:26,23.8,23.9,100,100,100,100,0
9/27/23 22:10,9:56:36,23.8,23.9,100,100,100,100,0
9/27/23 22:10,9:56:37,23.7,23.8,100,100,100,100,0
9/27/23 22:10,9:56:41,23.7,23.8,100,100,100,100,0
9/27/23 22:10,9:56:42,23.7,23.8,100,100,100,100,0
9/27/23 22:10,9:56:50,23.6,23.8,100,100,100,100,0
9/27/23 22:10,9:56:51,23.6,23.7,100,100,100,100,0
9/27/23 22:10,9:56:54,23.6,23.7,100,100,100,100,0
9/27/23 22:10,9:56:56,23.6,23.7,100,100,100,100,0
9/27/23 22:10,9:56:58,23.6,23.7,100,100,100,100,0
9/27/23 22:10,9:56:59,23.6,23.6,100,100,100,100,0
9/27/23 22:10,9:57:01,23.6,23.6,100,100,100,100,0
9/27/23 22:10,9:57:02,23.5,23.6,100,100,100,100,0
9/27/23 22:10,9:57:05,23.5,23.6,100,100,100,100,0
9/27/23 22:10,9:57:06,23.5,23.6,100,100,100,100,0
9/27/23 22:10,9:57:07,23.5,23.6,100,100,100,100,0
9/27/23 22:11,9:57:09,23.5,23.6,100,100,100,100,0
9/27/23 22:11,9:57:10,23.5,23.5,100,100,100,100,0
9/27/23 22:11,9:57:11,23.5,23.5,100,100,100,100,0
9/27/23 22:11,9:57:12,23.5,23.6,100,100,100,100,0
9/27/23 22:11,9:57:13,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:14,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:15,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:16,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:17,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:20,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:21,23.4,23.5,100,100,100,100,0
9/27/23 22:11,9:57:22,23.4,23.4,100,100,100,100,0
9/27/23 22:11,9:57:23,23.4,23.4,100,100,100,100,0
9/27/23 22:11,9:57:24,23.4,23.4,100,100,100,100,0
9/27/23 22:11,9:57:25,23.3,23.4,100,100,100,100,0
9/27/23 22:11,9:57:26,23.3,23.4,100,100,100,100,0
9/27/23 22:11,9:57:28,23.3,23.4,100,100,100,100,0
9/27/23 22:11,9:57:30,23.3,23.4,100,100,100,100,0
9/27/23 22:11,9:57:31,23.3,23.4,100,100,100,100,0
9/27/23 22:11,9:57:32,23.3,23.4,100,100,100,100,0
9/27/23 22:11,9:57:33,23.3,23.3,100,100,100,100,0
9/27/23 22:11,9:57:35,23.3,23.3,100,100,100,100,0
9/27/23 22:11,9:57:36,23.3,23.3,100,100,100,100,0
9/27/23 22:11,9:57:37,23.2,23.3,100,100,100,100,0
9/27/23 22:11,9:57:38,23.2,23.3,100,100,100,100,0
9/27/23 22:11,9:57:39,23.2,23.3,100,100,100,100,0
9/27/23 22:11,9:57:40,23.2,23.3,100,100,100,100,0
9/27/23 22:11,9:57:43,23.2,23.3,100,100,100,100,0
9/27/23 22:11,9:57:44,23.2,23.3,100,100,100,100,0
9/27/23 22:11,9:57:45,23.2,23.2,100,100,100,100,0
9/27/23 22:11,9:57:46,23.2,23.2,100,100,100,100,0
9/27/23 22:11,9:57:47,23.2,23.2,100,100,100,100,0
9/27/23 22:11,9:57:49,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:50,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:52,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:53,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:54,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:55,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:56,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:57,23.1,23.2,100,100,100,100,0
9/27/23 22:11,9:57:58,23.1,23.1,100,100,100,100,0
9/27/23 22:11,9:58:00,23.1,23.1,100,100,100,100,0
9/27/23 22:11,9:58:02,23,23.1,100,100,100,100,0
9/27/23 22:11,9:58:04,23,23.1,100,100,100,100,0
9/27/23 22:11,9:58:05,23,23.1,100,100,100,100,0
9/27/23 22:11,9:58:08,23,23.1,100,100,100,100,0
9/27/23 22:12,9:58:09,23,23.1,100,100,100,100,0
9/27/23 22:12,9:58:10,23,23.1,100,100,100,100,0
9/27/23 22:12,9:58:11,23,23,100,100,100,100,0
9/27/23 22:12,9:58:12,23,23,100,100,100,100,0
9/27/23 22:12,9:58:14,22.9,23,100,100,100,100,0
9/27/23 22:12,9:58:15,22.9,23,100,100,100,100,0
9/27/23 22:12,9:58:21,22.9,23,100,100,100,100,0
